Memory_ghz_max,Memory_usage_max,state,vibrate,vibrateState
118160,0.08179,-2,-0.000868077,0
118150,0.081719,-2,0.000917779,0
118150,0.081794,-2,0.001271487,0
118130,0.081898,-2,0.000952404,0
118120,0.081976,-2,0.001158876,0
118110,0.082071,-2,0.000219322,0
118100,0.082089,-2,-1.22E-05,0
118100,0.082088,-2,0.001681123,0
118100,0.082226,-2,-0.000145939,0
118490,0.082214,-2,-0.002688107,-1
118120,0.081993,-2,0.00104887,0
118110,0.082079,-2,0.000389868,0
118100,0.082111,-2,0.001887689,0
118100,0.082266,-2,-4.86E-05,0
118080,0.082262,-2,0.000923877,0
118080,0.082338,-2,0.000291481,0
118070,0.082362,-2,0.00024283,0
118060,0.082382,-2,0.000752592,0
118060,0.082444,-2,0.001685993,0
118050,0.082583,-2,0.000108981,0
118040,0.082592,-2,0.008366428,3
118030,0.083283,-2,0.003025828,0
117950,0.083535,-2,0.001256958,0
117910,0.08364,-2,0.007233381,2
118270,0.084245,-2,0.000249273,0
117830,0.084266,-2,0.000439086,0
117830,0.084303,-2,0,0
117830,0.084303,-2,0.000486341,0
117820,0.084344,-2,0.000699516,0
117800,0.084403,-2,0.001078161,0
117800,0.084494,-2,0.003586053,1
117790,0.084797,-2,0.000495301,0
117750,0.084839,-2,0.000577565,0
117740,0.084888,-2,0.000871737,0
117740,0.084962,-2,0.00017655,0
117730,0.084977,-2,0.000341269,0
117730,0.085006,-2,0.000999929,0
117720,0.085091,-2,0.000317307,0
117710,0.085118,-2,0.002020724,0
118130,0.08529,-2,0.000340016,0
117690,0.085319,-2,0.000316459,0
117690,0.085346,-2,-1.17E-05,0
117690,0.085345,-2,0.00065616,0
117680,0.085401,-2,0.000679149,0
117670,0.085459,-2,0.001064838,0
117670,0.08555,-1,0.000490941,0
117650,0.085592,-1,0.000128517,0
117650,0.085603,-1,0.000934547,0
117650,0.085683,-1,0.001645601,0
117640,0.085824,-1,-0.000687453,0
117630,0.085765,-1,0.00047805,0
117620,0.085806,-1,0.000477822,0
117620,0.085847,-1,0.000629026,0
117610,0.085901,-1,0.00044237,0
118050,0.085939,-1,0.000826167,0
117610,0.08601,-1,0.000790606,0
117600,0.086078,-1,-0.000336904,0
117590,0.086049,-1,0.000429988,0
117590,0.086086,-1,0.000360105,0
117580,0.086117,-1,0.000348363,0
117580,0.086147,-1,0.000499147,0
117580,0.08619,-1,0.00091658,0
117570,0.086269,-1,0.001506914,0
117560,0.086399,-1,-1.16E-05,0
117550,0.086398,-1,-0.000115743,0
117550,0.086388,-1,0.001886836,0
117540,0.086551,-1,-0.000589248,0
117540,0.0865,-1,0.000624277,0
117530,0.086554,-1,0.001097581,0
117980,0.086649,-1,0.000196194,0
117590,0.086666,-1,0.000311541,0
117510,0.086693,-1,-3.46E-05,0
117520,0.08669,-1,-0.000415273,0
117520,0.086654,-1,0.000680869,0
117510,0.086713,-1,0.000634276,0
117500,0.086768,-1,0.000691499,0
117500,0.086828,-1,0.000794675,0
117490,0.086897,-1,0.000701981,0
117480,0.086958,-1,0.000241496,0
117470,0.086979,-1,0.000390899,0
117470,0.087013,-1,0.000321791,0
117470,0.087041,-1,0.000666353,0
117460,0.087099,-1,0.000711834,0
117450,0.087161,-1,0.000470394,0
117450,0.087202,-1,0.004782,1
117860,0.087619,-1,-0.001415218,0
117410,0.087495,-1,-0.000102863,0
117420,0.087486,-1,-0.000903002,0
117420,0.087407,-1,6.86E-05,0
117420,0.087413,-1,0.000697837,0
117420,0.087474,-1,0.000434415,0
117410,0.087512,-1,6.86E-05,0
117410,0.087518,-1,0.000262803,0
117400,0.087541,-1,0.000605431,0
117400,0.087594,-1,0.000456652,0
117390,0.087634,-1,0.000365155,0
117390,0.087666,-1,0.002920174,0
117380,0.087922,-1,0.000545938,0
117350,0.08797,-1,0.001580084,0
117340,0.088109,-1,-0.000680975,0
117780,0.088049,-1,-0.000113573,0
117340,0.088039,-1,0.00121537,0
117340,0.088146,-1,-4.54E-05,0
117320,0.088142,-1,0.000351705,0
117320,0.088173,-1,6.80E-05,0
117320,0.088179,-1,0.000623731,0
117320,0.088234,-1,0.000374005,0
117310,0.088267,-1,0.000169939,0
117310,0.088282,-1,0.000147255,0
117300,0.088295,-1,0.000158559,0
117300,0.088309,-1,0.000328392,0
117300,0.088338,-1,0.000633929,0
117290,0.088394,-1,-4.53E-05,0
117290,0.08839,-1,0.000554361,0
117290,0.088439,-1,0.000158301,0
117730,0.088453,-1,-0.003357715,-1
117320,0.088156,-1,5.67E-05,0
117320,0.088161,-1,0.001066231,0
117320,0.088255,-1,0.000124639,0
117310,0.088266,-1,0.000362541,0
117300,0.088298,-1,0.001574215,0
117300,0.088437,-1,-0.000339225,0
117290,0.088407,-1,0.000316717,0
117290,0.088435,-1,0.000882004,0
117280,0.088513,-1,0.001061991,0
117270,0.088607,-1,4.51E-05,0
117260,0.088611,-1,5.64E-05,0
117260,0.088616,-1,0.00111718,0
117260,0.088715,-1,0.000958124,0
117250,0.0888,-1,0.002173423,0
117660,0.088993,-1,0.0006405,0
117210,0.08905,-1,0.000359349,0
117200,0.089082,-1,0.000246963,0
117210,0.089104,-1,0.000516251,0
117200,0.08915,-1,-7.85E-05,0
117190,0.089143,-1,-6.73E-05,0
117190,0.089137,-1,-2.24E-05,0
117200,0.089135,-1,0.000235598,0
117190,0.089156,-1,0.000415003,0
117190,0.089193,-1,0.000145751,0
117180,0.089206,-1,0.00052687,0
117180,0.089253,-1,0.000123245,0
117180,0.089264,-1,0.000705772,0
117170,0.089327,-1,0,0
117170,0.089327,-1,0.000470183,0
117620,0.089369,-1,-0.001331558,0
117260,0.08925,-1,0.000414566,0
117180,0.089287,-1,0.000795189,0
117170,0.089358,-1,0.000100718,0
117170,0.089367,-1,7.83E-05,0
117160,0.089374,-1,0.000749659,0
117170,0.089441,-1,0.001106875,0
117150,0.08954,-1,0.000111682,0
117140,0.08955,-1,0.000692351,0
117130,0.089612,-1,-0.000200866,0
117130,0.089594,-1,0.000825948,0
117130,0.089668,-1,0.000211893,0
117120,0.089687,-1,0.000256447,0
117120,0.08971,-1,0.000457028,0
117120,0.089751,-1,0.000779936,0
117110,0.089821,-1,-0.000166999,0
117540,0.089806,-1,-0.004287019,-1
