"","Memory_ghz_max","Memory_usage_max","state","vibrate","vibrateState"
"125",120660,0.062207,-2,-0.000546562283987306,0
"126",120670,0.062173,-2,8.04207614237828e-05,0
"127",120670,0.062178,-2,-0.000723728650004807,0
"128",120670,0.062133,-2,0.00104614295141081,0
"129",120670,0.062198,-2,0.00122190424129398,0
"130",120670,0.062274,-2,-0.00229630343321452,0
"131",120670,0.062131,-2,6.43801001112276e-05,0
"132",120670,0.062135,-2,-0.000531101633539977,0
"133",120670,0.062102,-2,0.00322050819619335,1
"134",121150,0.062302,-2,-0.00128406792719338,0
"135",120660,0.062222,-2,-0.000900003214297174,0
"136",120660,0.062166,-2,-0.000209117524048508,0
"137",120670,0.062153,-2,0,0
"138",120670,0.062153,-2,-0.000627483790002104,0
"139",120670,0.062114,-2,4.8298290240556e-05,0
"140",120680,0.062117,-2,0.0301044802550028,1
"141",120680,0.063987,-2,0.12243111882101,1
"142",120110,0.071821,-2,-0.00957937093607708,-1
"143",120680,0.071133,-2,-0.12794342991298,-1
"144",120680,0.062032,-2,0.000499742068609699,0
"145",120680,0.062063,-2,4.83379791502703e-05,0
"146",120680,0.062066,-2,-0.000161118809009819,0
"147",120680,0.062056,-2,-0.000370632976666285,0
"148",120680,0.062033,-2,0.00124127480534564,0
"149",121150,0.06211,-2,0.000161004669135378,0
"150",120680,0.06212,-2,0.000643915003219586,0
"151",120680,0.06216,-2,-0.000257400257400286,0
"152",120670,0.062144,-2,1.60916580844717e-05,0
"153",120670,0.062145,-2,-0.000209188188913023,0
"154",120670,0.062132,-2,9.65685958926876e-05,0
"155",120670,0.062138,-2,-0.000740287746628376,0
"156",120680,0.062092,-2,-0.000289892417702831,0
"157",120680,0.062074,-2,-8.05490221348348e-05,0
"158",120690,0.062069,-2,-0.000289999838888888,0
"159",120690,0.062051,-2,0.000564052150650252,0
"160",120670,0.062086,-2,-0.00022549367007052,0
"161",120680,0.062072,-2,0.00417257378528157,1
"162",120680,0.062331,-2,-0.000352954388666893,0
"163",120650,0.062309,-2,0.000465422330642395,0
"164",120990,0.062338,-2,0.000641663190991126,0
"165",120640,0.062378,-2,-0.00041681362018664,0
"166",120640,0.062352,-2,-0.000609443161406098,0
"167",120650,0.062314,-2,1.60477581281349e-05,0
"168",120650,0.062315,-2,-0.000497472518655284,0
"169",120650,0.062284,-2,0.000369276218611603,0
"170",120650,0.062307,-2,-0.000529635514468607,0
"171",120650,0.062274,-2,-8.02903298328106e-05,0
"172",120650,0.062269,-2,0.0016541136038799,0
"173",120650,0.062372,-2,0.00533893413711284,1
"174",120620,0.062705,-2,0.00052627382186432,0
"175",120590,0.062738,-2,4.78179094010045e-05,0
"176",120590,0.062741,-2,0,0
"177",120590,0.062741,-2,0.00371368004972816,1
"178",120580,0.062974,-2,0.000301711817575434,0
"179",120560,0.062993,-2,0.00011112345816211,0
"180",120890,0.063,-2,-0.000317460317460383,0
"181",120560,0.06298,-2,0.00165131787869166,0
"182",120560,0.063084,-2,-0.000206074440428639,0
"183",120550,0.063071,-2,0.00028539265272487,0
"184",120540,0.063089,-2,-4.75518711662293e-05,0
"185",120550,0.063086,-2,0.000332878927178593,0
"186",120550,0.063107,-2,-0.00064969020869321,0
"187",120550,0.063066,-2,0.000237846066026171,0
"188",120560,0.063081,-2,-0.000824336963586414,0
"189",120560,0.063029,-2,0.00174522838693303,0
"190",120550,0.063139,-2,-0.000142542644007593,0
"191",120540,0.06313,-2,0,0
"192",120540,0.06313,-2,0.00039600823697139,0
"193",120540,0.063155,-2,7.9170295305131e-05,0
"194",120540,0.06316,-2,0.00452818239392028,1
"195",120940,0.063446,-2,-0.000472843047631066,0
"196",120510,0.063416,-2,0.000394222278289336,0
"197",120510,0.063441,-2,-0.000725083148121697,0
"198",120510,0.063395,-2,0.00033125640823406,0
"199",120510,0.063416,-2,0.00104074681468402,0
"200",120500,0.063482,-2,0.000283544941873437,0
"201",120500,0.0635,-2,-0.000188976377952677,0
"202",120500,0.063488,-2,3.15020161290036e-05,0
"203",120500,0.06349,-2,-0.00033076074972449,0
"204",120500,0.063469,-2,0.00113441207518639,0
"205",120500,0.063541,-2,4.7213610109953e-05,0
"206",120490,0.063544,-2,-4.72113810903174e-05,0
"207",120490,0.063541,-2,-4.7213610110064e-05,0
"208",120490,0.063538,-2,0.000110170291794054,0
"209",120490,0.063545,-2,0.000802580848217715,0
"210",120920,0.063596,-2,-0.000487452041008973,0
"211",120480,0.063565,-2,0.00105403917250046,0
"212",120480,0.063632,-2,-0.000251445813427065,0
"213",120480,0.063616,-2,0.000220070422535246,0
"214",120480,0.06363,-2,-0.000235737859500262,0
"215",120480,0.063615,-2,-9.4317377976938e-05,0
"216",120480,0.063609,-2,-0.000817494379726114,0
"217",120480,0.063557,-2,6.2935632581862e-05,0
"218",120500,0.063561,-2,-0.0015890247164142,0
"219",120500,0.06346,-2,0.00274188465174907,0
"220",120500,0.063634,-2,0.00124147468334557,0
"221",120470,0.063713,-2,0.000517947671589747,0
"222",120460,0.063746,-2,0.000611803093527374,0
"223",120460,0.063785,-2,0.000219487340283875,0
"224",120460,0.063799,-2,0.00310349692001455,1
"225",120890,0.063997,-2,-0.000140631592105755,0
"226",120430,0.063988,-2,0.00154716509345509,0
"227",120440,0.064087,-2,-0.000827000795793342,0
"228",120420,0.064034,-2,0.000265483961645385,0
"229",120420,0.064051,-2,1.56125587422729e-05,0
"230",120420,0.064052,-2,-0.000359083244863445,0
"231",120430,0.064029,-2,-0.000327976385700368,0
"232",120430,0.064008,-2,7.81152355955328e-05,0
"233",120430,0.064013,-2,-0.000640494899473487,0
"234",120430,0.063972,-2,0.000500218845745026,0
"235",120430,0.064004,-2,0.000937441409911699,0
"236",120420,0.064064,-2,0.000218531468531458,0
"237",120420,0.064078,-2,-0.000234089703174289,0
"238",120420,0.064063,-2,-0.000359021588124064,0
"239",120420,0.06404,-2,-0.000608994378513361,0
"240",120880,0.064001,-2,0.00170309838908755,0
"241",120440,0.06411,-2,0.000358758384027436,0
"242",120410,0.064133,-2,4.67777899053612e-05,0
"243",120410,0.064136,-2,0.000343021080204675,0
"244",120410,0.064158,-2,0.000857258642725789,0
"245",120400,0.064213,-2,-0.000700792674380613,0
"246",120410,0.064168,-2,-0.000311681835182709,0
"247",120410,0.064148,-2,-9.35337033109995e-05,0
"248",120410,0.064142,-2,0.0011536902497582,0
"249",120410,0.064216,-2,0.000358166189111886,0
"250",120400,0.064239,-2,0.000825043976400597,0
"251",120390,0.064292,-2,0.000699931562247347,0
"252",120390,0.064337,-2,0.000652812534000624,0
"253",120380,0.064379,-2,0.000232995231364219,0
"254",120380,0.064394,-2,0.00040376432586875,0
"255",120380,0.06442,-2,0.00142812791058677,0
"256",120820,0.064512,-2,0.000558035714285587,0
"257",120360,0.064548,-2,0.000495755096982187,0
"258",120380,0.06458,-2,-0.00235366986683183,0
"259",120380,0.064428,-2,0.000201775625504386,0
"260",120380,0.064441,-2,0.000201734920314722,0
"261",120370,0.064454,-2,0.000930896453284591,0
"262",120370,0.064514,-2,0.00483615959326644,1
"263",120350,0.064826,-2,0.00644803011137518,1
"264",120300,0.065244,-2,0.000582429035620224,0
"265",120270,0.065282,-2,0.00055145369320786,0
"266",120260,0.065318,-2,0.000597078906273918,0
"267",120260,0.065357,-2,0.000183606958703786,0
"268",120250,0.065369,-2,-0.000351848735639093,0
"269",120260,0.065346,-2,0.000489700976341378,0
"270",120260,0.065378,-2,6.11826608336585e-05,0
"271",120690,0.065382,-2,3.05894588725764e-05,0
"272",120250,0.065384,-2,-0.000336473755046973,0
"273",120250,0.065362,-2,0.000413084054955437,0
"274",120250,0.065389,-2,0.000259982565875116,0
"275",120250,0.065406,-2,0.000168180289270126,0
"276",120250,0.065417,-2,6.11461852424444e-05,0
"277",120250,0.065421,-2,0.000657281301110979,0
"278",120240,0.065464,-2,0.000504093853110232,0
"279",120240,0.065497,-2,0.000183214498373996,0
"280",120230,0.065509,-2,0.000656398357477661,0
"281",120230,0.065552,-2,-0.000335611422992321,0
"282",120230,0.06553,-2,0.000305203723485414,0
"283",120230,0.06555,-2,-0.00022883295194509,0
"284",120230,0.065535,-2,0.00408941786831463,1
"285",120230,0.065803,-2,0.00240110633253821,0
"286",120650,0.065961,-2,0.00019708615697156,0
"287",120170,0.065974,-2,0.000121259890259795,0
"288",120190,0.065982,-2,-0.00136400836591788,0
"289",120190,0.065892,-2,0.000652583014629782,0
"290",120180,0.065935,-2,-9.09987108514976e-05,0
"291",120180,0.065929,-2,0.00112241957257053,0
"292",120180,0.066003,-2,-3.03016529551448e-05,0
"293",120170,0.066001,-2,0.000787866850502139,0
"294",120170,0.066053,-2,-9.08361467307772e-05,0
"295",120160,0.066047,-2,-0.000393659060971663,0
"296",120170,0.066021,-2,0.000121173565986732,0
"297",120170,0.066029,-2,-0.000333186933014429,0
"298",120170,0.066007,-2,1.51499083431705e-05,0
"299",120170,0.066008,-2,-0.000545388437765082,0
"300",120170,0.065972,-2,0.00156126841690396,0
"301",120610,0.066075,-2,0.000136208853575681,0
"302",120160,0.066084,-2,-3.02645118334111e-05,0
"303",120160,0.066082,-2,4.53981417027904e-05,0
"304",120160,0.066085,-2,0.000226980404025134,0
"305",120160,0.0661,-2,0.000468986384266179,0
"306",120150,0.066131,-2,-0.000226822518939684,0
"307",120150,0.066116,-2,0.000196624115191391,0
"308",120150,0.066129,-2,-1.51219585958762e-05,0
"309",120150,0.066128,-2,0.000287321558190001,0
"310",120150,0.066147,-2,0.000423299620542217,0
"311",120150,0.066175,-2,0.000196448809973493,0
"312",120150,0.066188,-2,-0.000135976309905028,0
"313",120150,0.066179,-2,-0.000226658003294133,0
"314",120150,0.066164,-2,-0.000166253551780349,0
"315",120150,0.066153,-2,0.000136048251779819,0
"316",120610,0.066162,-2,-0.000287173906472038,0
"317",120160,0.066143,-2,0.00037796894607145,0
"318",120150,0.066168,-2,-0.000317373957199996,0
"319",120150,0.066147,-2,0.00037794608976971,0
"320",120150,0.066172,-2,-0.000181345584234993,0
"321",120150,0.06616,-2,-0.00012091898428046,0
"322",120150,0.066152,-2,-1.51167009312392e-05,0
"323",120150,0.066151,-2,6.04677177973301e-05,0
"324",120150,0.066155,-2,0.000241856246693262,0
"325",120150,0.066171,-2,3.02247207992767e-05,0
"326",120150,0.066173,-2,-6.04476145859012e-05,0
"327",120150,0.066169,-2,0.000498722966948195,0
"328",120150,0.066202,-2,0,0
"329",120140,0.066202,-2,-0.000151052838282761,0
"330",120150,0.066192,-2,0.000634517766497478,0
"331",120140,0.066234,-2,0.000634115409004377,0
"332",120570,0.066276,-2,-1.50884181302491e-05,0
"333",120140,0.066275,-2,-0.000482836665409381,0
"334",120150,0.066243,-2,-0.000241534954636746,0
"335",120140,0.066227,-2,-0.000196294562640587,0
"336",120140,0.066214,-2,0.000724922221886803,0
"337",120140,0.066262,-2,0.000347106939120323,0
"338",120140,0.066285,-2,0.000165950064117126,0
"339",120140,0.066296,-2,0.000211174128152525,0
"340",120130,0.06631,-2,0.00441863972251544,1
"341",120130,0.066603,-2,0.000285272435175621,0
"342",120090,0.066622,-2,0.000255170964546192,0
"343",120090,0.066639,-2,0.000975404792989076,0
"344",120080,0.066704,-2,0.000509714559846497,0
"345",120080,0.066738,-2,0.000524438850429965,0
"346",120070,0.066773,-2,-7.48805654980922e-05,0
"347",120450,0.066768,-2,-0.00226156242511377,0
"348",120090,0.066617,-2,0.000960715733221429,0
"349",120090,0.066681,-2,0.0013797033637768,0
"350",120080,0.066773,-2,0.00100339957767348,0
"351",120070,0.06684,-2,0.000448833034111251,0
"352",120060,0.06687,-2,0.00168984596979227,0
"353",120050,0.066983,-2,0.000223937416956588,0
"354",120040,0.066998,-2,0.00156721096152124,0
"355",120040,0.067103,-2,-0.000536488681578962,0
"356",120040,0.067067,-2,1.49104626716579e-05,0
"357",120030,0.067068,-2,0.00131210115107039,0
"358",120030,0.067156,-2,0.00134016320209662,0
"359",120020,0.067246,-2,0.00130862802248477,0
"360",120000,0.067334,-2,0.000712864229067023,0
"361",120000,0.067382,-2,0.0055652844973435,1
"362",120390,0.067757,-2,0.0013873105361808,0
"363",119940,0.067851,-2,8.84290577884972e-05,0
"364",119940,0.067857,-2,0.000280000589474971,0
"365",119930,0.067876,-2,0.000456715186516465,0
"366",119930,0.067907,-2,0.00198801301780382,0
"367",119920,0.068042,-2,0.000749537050645177,0
"368",119900,0.068093,-2,-0.000117486378922838,0
"369",119900,0.068085,-2,0.000998751560549183,0
"370",119900,0.068153,-2,0.000264111631182562,0
"371",119890,0.068171,-2,0.000953484619559797,0
"372",119890,0.068236,-2,0.000981886394278542,0
"373",119880,0.068303,-2,0.0016983148617189,0
"374",119870,0.068419,-2,0.00097926014703531,0
"375",119860,0.068486,-2,0.00207341646467873,0
"376",119840,0.068628,-2,0.00346797225622208,1
"377",120280,0.068866,-2,0.00037754479714236,0
"378",119800,0.068892,-2,0.000493526098821473,0
"379",119800,0.068926,-2,-0.000638365783593997,0
"380",119800,0.068882,-2,0.00254057663830887,0
"381",119800,0.069057,-2,0.000984693803669723,0
"382",119790,0.069125,-2,-5.7866184448474e-05,0
"383",119770,0.069121,-2,0.0021122379595202,0
"384",119770,0.069267,-2,0.000620786232982562,0
"385",119750,0.06931,-2,0.000663684893954741,0
"386",119740,0.069356,-2,0.000951611973008859,0
"387",119740,0.069422,-2,0.00171415401457753,0
"388",119730,0.069541,-2,0.000834040350296883,0
"389",119710,0.069599,-2,0.00267245219040513,0
"390",119700,0.069785,-2,0.00189152396646852,0
"391",119680,0.069917,-2,0.00227412503396884,0
"392",120100,0.070076,-2,-0.000627889719732933,0
"393",119680,0.070032,-2,0.000928147132739365,0
"394",119650,0.070097,-2,-0.000641967559239398,0
"395",119650,0.070052,-2,0.000385427967795282,0
"396",119650,0.070079,-2,0.00269695629218436,0
"397",119640,0.070268,-2,0.000370011954232252,0
"398",119620,0.070294,-2,0.00129456283608853,0
"399",119610,0.070385,-2,0.000923492221353905,0
"400",119600,0.07045,-2,0.000823278921220805,0
"401",119590,0.070508,-2,0.000567311510750512,0
"402",119590,0.070548,-2,0.00301922095594498,0
"403",119570,0.070761,-2,0.00378739701247843,1
"404",119560,0.071029,-2,0.00114037928170196,0
"405",119520,0.07111,-2,0.00289692026437915,0
"406",119500,0.071316,-2,0.0014162319816029,0
"407",119480,0.071417,-2,0.00597896859291214,1
"408",119900,0.071844,-2,-6.95952341184247e-05,0
"409",119420,0.071839,-2,0.00018096020267544,0
"410",119440,0.071852,-2,-0.000695874853866241,0
"411",119440,0.071802,-2,0.000863485696777078,0
"412",119420,0.071864,-2,0.000570522097294912,0
"413",119420,0.071905,-2,0.000973506710242766,0
"414",119410,0.071975,-2,0.000736366794025667,0
"415",119400,0.072028,-2,0.00249902815571712,0
"416",119390,0.072208,-2,0.00141258586306225,0
"417",119370,0.07231,-2,0.00139676393306609,0
"418",119350,0.072411,-2,0.000800983276021627,0
"419",119340,0.072469,-2,0.00028977907795058,0
"420",119340,0.07249,-2,0.000110360049662139,0
"421",119340,0.072498,-2,0.00224833788518297,0
"422",119330,0.072661,-2,0.000220200657849556,0
"423",119790,0.072677,-2,0.000467823382913402,0
"424",119320,0.072711,-2,0.000192543081514396,0
"425",119310,0.072725,-2,0.00119628738398081,0
"426",119300,0.072812,-2,0.000508157995934733,0
"427",119300,0.072849,-2,0.000439264780573545,0
"428",119290,0.072881,-2,0.000548839889683128,0
"429",119280,0.072921,-2,0.000987369893446388,0
"430",119280,0.072993,-2,0.000794596742153431,0
"431",119270,0.073051,-2,0.000944545591436086,0
"432",119260,0.07312,-2,0.00198304157549223,0
"433",119250,0.073265,-2,0.000914488500648236,0
"434",119240,0.073332,-2,0.000600010909289184,0
"435",119220,0.073376,-2,0.00102213257740957,0
"436",119220,0.073451,-2,0.000653496889082339,0
"437",119210,0.073499,-2,0.00341501244914899,1
"438",119660,0.07375,-2,0.000691525423728967,0
"439",119170,0.073801,-2,0.00126014552648335,0
"440",119160,0.073894,-2,-0.000960835791809944,0
"441",119160,0.073823,-2,0.00105658128225605,0
"442",119160,0.073901,-2,0.00043301173191157,0
"443",119150,0.073933,-2,0.000865648627811577,0
"444",119150,0.073997,-2,0.00127032176980157,0
"445",119130,0.074091,-2,0.00249692945162017,0
"446",119130,0.074276,-2,-0.0014136463999137,0
"447",119120,0.074171,-2,0.00351889552520523,1
"448",119110,0.074432,-2,0.000685189165950062,0
"449",119080,0.074483,-2,-0.000201388236241606,0
"450",119080,0.074468,-2,0.000349143256163753,0
"451",119080,0.074494,-2,0.00115445539238035,0
"452",119080,0.07458,-2,5.36336819523253e-05,0
"453",119540,0.074584,-2,-0.0029362866030247,-1
"454",119110,0.074365,-2,0.000551334633227984,0
"455",119090,0.074406,-2,-1.34397763621452e-05,0
"456",119090,0.074405,-2,0.001854714064915,0
"457",119080,0.074543,-2,0.00120735682760298,0
"458",119070,0.074633,-2,0.00198303699435898,0
"459",119060,0.074781,-2,0.00155119615945232,0
"460",119030,0.074897,-2,0.000280385062152,0
"461",119020,0.074918,-2,0.0013748364878936,0
"462",119020,0.075021,-2,0.00205275856093623,0
"463",119000,0.075175,-2,0.000611905553707937,0
"464",118990,0.075221,-2,0.000810943752409532,0
"465",118980,0.075282,-2,0.00174012380117405,0
"466",118970,0.075413,-2,0.000145863445294658,0
"467",118960,0.075424,-2,0.000861794654221315,0
"468",119390,0.075489,-2,0.000331174078342489,0
"469",119090,0.075514,-2,0.000900495272399882,0
"470",118950,0.075582,-2,0.000687994496044064,0
"471",118940,0.075634,-2,0.000806515588227308,0
"472",118930,0.075695,-2,0.000937974767157623,0
"473",118920,0.075766,-2,0.000963492859594073,0
"474",118910,0.075839,-2,0.000777963844459828,0
"475",118900,0.075898,-2,0.0018050541516248,0
"476",118900,0.076035,-2,0.00111790622739516,0
"477",118880,0.07612,-2,0.00055176037835003,0
"478",118870,0.076162,-2,0.000236338331451424,0
"479",118860,0.07618,-2,0.00140456812811762,0
"480",118860,0.076287,-2,0.000498118945561066,0
"481",118850,0.076325,-2,0.00176875204716676,0
"482",118840,0.07646,-2,0.00224954224431073,0
"483",118820,0.076632,-2,0.00434544315690566,1
"484",119210,0.076965,-2,-0.000259858377184563,0
"485",118770,0.076945,-2,0.00155955552667475,0
"486",118760,0.077065,-2,0.000311425420099987,0
"487",118750,0.077089,-2,0.00131017395477939,0
"488",118740,0.07719,-2,0.000660707345511158,0
"489",118730,0.077241,-2,0.00119107727761159,0
"490",118720,0.077333,-2,0.000310346165285136,0
"491",118710,0.077357,-2,0.000749770544359318,0
"492",118710,0.077415,-2,0.0021701220693664,0
"493",118700,0.077583,-2,0.00237165358390379,0
"494",118680,0.077767,-2,0.000784394408939404,0
"495",118660,0.077828,-2,0.000668140001027995,0
"496",118650,0.07788,-2,0.00159219311761682,0
"497",118640,0.078004,-2,0.000653812624993533,0
"498",118620,0.078055,-2,0.0015758119274869,0
"499",119060,0.078178,-2,0.000332574381539441,0
"500",118600,0.078204,-2,0,0
"501",118620,0.078204,-2,-0.000217380185156602,0
"502",118610,0.078187,-2,0.00124061544758081,0
"503",118600,0.078284,-2,0.000536508098717414,0
"504",118590,0.078326,-2,0.000612823328141276,0
"505",118590,0.078374,-2,8.93153341670061e-05,0
"506",118580,0.078381,-2,0.000191372909250864,0
"507",118580,0.078396,-2,0.00107148323894068,0
"508",118570,0.07848,-2,0.00189857288481154,0
"509",118560,0.078629,-2,0.000190769309033501,0
"510",118540,0.078644,-2,0.000559483240933689,0
"511",118540,0.078688,-2,0.00118188287921939,0
"512",118540,0.078781,-2,0.0012312613447405,0
"513",118520,0.078878,-2,0.000253556124648169,0
"514",118920,0.078898,-2,-0.00215468072701452,0
"515",118540,0.078728,-2,0.00133370592419468,0
"516",118530,0.078833,-2,0.000456661550365833,0
"517",118520,0.078869,-2,0.00148347259379489,0
"518",118510,0.078986,-2,0.000645684045273764,0
"519",118500,0.079037,-2,8.85661146046157e-05,0
"520",118500,0.079044,-2,0.000961489803147586,0
"521",118490,0.07912,-2,0.00120070778564196,0
"522",118480,0.079215,-2,0.00118664394369761,0
"523",118470,0.079309,-2,0.00116001966989865,0
"524",118460,0.079401,-2,0.0035389982493923,1
"525",118440,0.079682,-2,0.00140558720915651,0
"526",118410,0.079794,-2,0.000964984835952531,0
"527",118390,0.079871,-2,0.000951534349137972,0
"528",118380,0.079947,-2,0.00685454113350081,1
"529",118610,0.080495,-2,0.000248462637431057,0
"530",118310,0.080515,-2,-7.45202757250762e-05,0
"531",118300,0.080509,-2,-0.000832205095082528,0
"532",118320,0.080442,-2,0.000472390045001214,0
"533",118310,0.08048,-2,0.00151590457256456,0
"534",118300,0.080602,-2,0.00075680504205855,0
"535",118290,0.080663,-2,0.000557876597696572,0
"536",118280,0.080708,-2,0.000569955890370233,0
"537",118280,0.080754,-2,0.00156029422691129,0
"538",118270,0.08088,-2,0.000420375865479716,0
"539",118250,0.080914,-2,0.000667375237906942,0
"540",118250,0.080968,-2,0.000358166189111664,0
"541",118240,0.080997,-2,0.00200007407681757,0
"542",118240,0.081159,-2,0.001182863268399,0
"543",118220,0.081255,-2,0.00193218878838231,0
"544",118630,0.081412,-2,0.00133886896280644,0
"545",118220,0.081521,-2,0.000171734890396236,0
